Identifier,Recipient Org:Name,Title,Recipient Org:Postal Code,Type,Description,Amount Awarded,Currency,Financial Year,Award Date,Beneficiary Location:Name,Funding Org:Identifier,Funding Org:Name,Data source,Last modified
360G-ACW-20060302,Newport Museum and Art Gallery,Grant to Newport Museum and Art Gallery (2006 ~ 2007),NP20 1PA,Annual Revenue,Annual Revenue 2006-2007,41462,GBP,2006 ~ 2007,2007-03-31,South Wales East\Newport West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060707,Newport Operatic Society,Grant to Newport Operatic Society (2006 ~ 2007),NP20 4FN,Capital (Lottery),The purchase of an electric piano for an amateur operatic society,1495,GBP,2006 ~ 2007,2007-03-31,South Wales East\Newport West,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060442,NoFit State Community Circus Ltd,Grant to NoFit State Community Circus Ltd (2006 ~ 2007),CF10 5PE,Capital (Lottery),Purchase of projectors and IT equipment.,9739,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061054,NoFit State Community Circus Ltd,Grant to NoFit State Community Circus Ltd (2006 ~ 2007),CF10 5PE,Organisations: Large,"To enable Nofit State Circus to acheive its potential by building on the success of the last four years and moving towards a financially, organisationally and creatively sustainable company.",49140,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061053,NoFit State Community Circus Ltd,Grant to NoFit State Community Circus Ltd (2006 ~ 2007),CF10 5PE,Organisations: Training,"Community circus training, Circus Community Training and Company internal training.",39570,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060511,NoFit State Community Circus Ltd,Grant to NoFit State Community Circus Ltd (2006 ~ 2007),CF10 5PE,yy ESF/Obj 3,ESF Capacity Building Grants - Year 2,25000,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061020,North East Wales NHS Trust,Grant to North East Wales NHS Trust (2006 ~ 2007),LL13 7TD,Organisations: Large,"Provision of Art in Healthcare activity within the Rehabilitation Units at Deeside and Chirk Community Hospitals, and at Wrexham Maelor Hospital supported by 2 artist residencies together with a programme of temporary exhibitions. The project subject to a tri-partite service Level Agreement between North East Wales NHS trust, Flintshire County Council and Wrexham County Borough Council. April 2007 - March 2008.",19400,GBP,2006 ~ 2007,2007-03-31,North Wales\Wrexham,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060165,North Wales Bluegrass Music and Dance Festival,Grant to North Wales Bluegrass Music and Dance Festival (2006 ~ 2007),LL28 5SR,Organisations: Small,"The festival is a densley packed programme of Bluegrass music concerts featuring up to 26 bands from America, Czech Republic, Ireland and from all over Great Britain. There are also instrument and dance workshops. The festival is held over three days in the Civic Hall, Conwy and marquees sat in seven acres, Bodlondeb Park, Conwy with Appalachian dance displays in the public spaces and square dances with a caller in marquees.  The Festival will be held between the 7th and 9th July 2006.",5000,GBP,2006 ~ 2007,2007-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060338,North Wales International Music Festival,Grant to North Wales International Music Festival (2006 ~ 2007),LL17 0RD,Annual Revenue,Annual Revenue 2006-2007,42691,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060440,North Wales International Music Festival,Grant to North Wales International Music Festival (2006 ~ 2007),LL17 0RD,Organisations: Small,"The Festival plans to organise educational activities in addition to the main programme. These activities include workshops on the organ, a workshop leading to performance by Tenebrae and orchestral workshops with players from the BBC NOW.   The projects aims are to take the Festival to those unable to attend the main concerts in St. Asaph, develop new audiences by taking music out to those unaware of the Festival, provide extra publicity for the Festival and to educate children and cultivate an interest in and enjoyment of classical music.",5000,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070048,North Wales International Music Festival,Grant to North Wales International Music Festival (2006 ~ 2007),LL17 0RD,yyPRSF Scheme,"To commission Steve McNeff to compose a piece of work tiltled 'Guto Gwningen a Dili Minllyn' [Peter Rabbit & Jemima Puddleduck]. The piece will be for a string quartet, wind quintet, harp and percussion and will be 30 minutes in duration.  The first performance will be on September 21st at St Asaph Cathedral as part of the 35th Anniversary year of the North Wales Music Festival.",2947.5,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060341,North Wales Jazz Society,Grant to North Wales Jazz Society (2006 ~ 2007),LL16 3HR,Annual Revenue,Annual Revenue 2006-2007,9987,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051336,North Wales Jazz Society,Grant to North Wales Jazz Society (2006 ~ 2007),LL16 3HR,Organisations: Large,"The application is for funding towards all proposed activities during the forthcoming year, they are organised as part of the Society's core activities.  The aims of the project are to continue the current series of concerts at the organisation's regular venues.  Organise regular Jam Sessions a number of which will follow by workshops led by visiting artists, present the North Wales International Jazz Guitar Festival/ Summer School and also the annual Spring Jazz Guitar Weekend.",19715,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060762,North Wales Jazz Society,Grant to North Wales Jazz Society (2006 ~ 2007),LL16 3HR,Organisations: Small,"This project includes three series of Jazz concerts, organised by the North Wales Jazz Society, to take place at the Crown Inn, Llay, Wrexham (weekly from 24th October to 5th December 2006 and from 6th February to 27th March 2007), the Victoria Hotel, Menai Bridge (monthly on 25th October, 22nd November 2006 and from January to March 2007), and the Farmer's Arms, Waen, St. Asaph (1st November and 29th November 2006 and approx. monthly from January to March 2007).",4600,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20040798,North West Wales NHS Trust,Grant to North West Wales NHS Trust (2006 ~ 2007),LL57 2PW,Capital (Lottery),"A series of public art commissions for a new community hospital, Ysbyty Alltwen, near Porthmadog.",90390,GBP,2006 ~ 2007,2007-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061359,Northop Festival of Music,Grant to Northop Festival of Music (2006 ~ 2007),CH7 1LY,Organisations: Small,"The application is for funding towards the Northop Festival of Music, which will run from the 30th of March until the 2nd of April 2007, consisting of 4 performances.

",1671,GBP,2006 ~ 2007,2007-03-31,North Wales\Alyn & Deeside,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060586,Oakdale Ladies Choir,Grant to Oakdale Ladies Choir (2006 ~ 2007),NP11 3BZ,Capital (Lottery),Purchase of a piano for a ladies choir in Caerphilly,2808,GBP,2006 ~ 2007,2007-03-31,South Wales East\Caerphilly,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060344,Oriel Davies Gallery,Grant to Oriel Davies Gallery (2006 ~ 2007),SY16 2NZ,Annual Revenue,Annual Revenue 2006-2007,138502,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061082,Oriel Davies Gallery,Grant to Oriel Davies Gallery (2006 ~ 2007),SY16 2NZ,Organisations: Large,"Programme of Exhibitions 2007/08 and 
Programme of Educational Activities, Projects and Events at Oriel Davies Gallery, Newtown, Powys from May 2007 to May 2008.  

",39146,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20040629,Oriel Davies Gallery,Grant to Oriel Davies Gallery (2006 ~ 2007),SY16 2NZ,yy Sustainability Scheme,Sustainability,68995,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060345,Oriel Myrddin Trust,Grant to Oriel Myrddin Trust (2006 ~ 2007),SA31 1LH,Annual Revenue,Annual Revenue 2006-2007,7842,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Carmarthen West & South Pemb,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060689,Oriel Myrddin Trust,Grant to Oriel Myrddin Trust (2006 ~ 2007),SA31 1LH,Capital (Lottery),"The refurbishment of the two ground floor gallery spaces at Oriel Myrddin, Carmarthen",48957,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Carmarthen West & South Pemb,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060937,Oriel Myrddin Trust,Grant to Oriel Myrddin Trust (2006 ~ 2007),SA31 1LH,Organisations: Large,"This application covers the presentation, production and related activity costs for a programme of eight exhibitions at Oriel Myrddin Gallery, for the twelve-month period Jan - Dec 2007. 		",12000,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Carmarthen West & South Pemb,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061368,Oriel Myrddin Trust,Grant to Oriel Myrddin Trust (2006 ~ 2007),SA31 1LH,Organisations: Small,"This application encompasses 2 areas of expenditure:
1) Towards match funding (50%) of 'Llif' catalogue production, i.e £2,500 
2) To offer extended education and professional development provision in keeping with galleries developing education service.  

This application is also a re-submission. Previous application was rejected as income and expenditure did not balance.


",2500,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Carmarthen West & South Pemb,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070073,Oriel Plas Glyn-y-Weddw Cyfyngedig,Grant to Oriel Plas Glyn-y-Weddw Cyfyngedig (2006 ~ 2007),LL53 7TT,Organisations: Large,"A comprehensive arts programme is proposed offering opportunities for people from all backgrounds to experience art culture. The project will be managed and assessed by a team of professional artists. 

The planned programme will include proactive outreach activities, an expansion into more innovative styles and provide hands on experience for school children and people with special needs, of arts activities through a series of day courses and tailored workshops. 
May 2007 through to April 2008.",22581,GBP,2006 ~ 2007,2007-03-31,North Wales\Arfon,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060375,Oriel Wrecsam,Grant to Oriel Wrecsam (2006 ~ 2007),LL11 1AU,Annual Revenue,Annual Revenue 2006-2007,85652,GBP,2006 ~ 2007,2007-03-31,North Wales\Wrexham,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061129,Oriel Ynys Mon,Grant to Oriel Ynys Mon (2006 ~ 2007),LL77 7TQ,Organisations: Large,"Oriel Ynys Mon aims to present an opportunity for the community of Ynys Môn through a series of creative workshops lead by arts professionals - Sean Harris & Iwan Llwyd to explore past events and discuss their relevance to contemporary life today.  This creative process will result in a 7-minute animation and the finished images and film will be shown in the ""Mona"" exhibition at Oriel Ynys Môn in January 2008",19022,GBP,2006 ~ 2007,2007-03-31,North Wales\Ynys Môn,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061198,Oystermouth Music Society,Grant to Oystermouth Music Society (2006 ~ 2007),SA3 5NR,Organisations: Small,"Programme of lunchtime recitals at Oystermouth, Swansea.",4350,GBP,2006 ~ 2007,2007-03-31,South Wales West\Gower,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060622,Pant and Dowlais Boys and Girls Club,Grant to Pant and Dowlais Boys and Girls Club (2006 ~ 2007),CF48 3HA,Capital (Lottery),"The purchase of demountable staging for use at the Engine House, Dowlais.",9000,GBP,2006 ~ 2007,2007-03-31,South Wales East\Merthyr Tydfil & Rhymney,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060467,Pant and Dowlais Boys and Girls Club,Grant to Pant and Dowlais Boys and Girls Club (2006 ~ 2007),CF48 3HA,Organisations: Small,Musical workshops for children leading to a final performance at the Engine House. Workshops will be facilitated by Music Wales and run through the summer holidays.,4500,GBP,2006 ~ 2007,2007-03-31,South Wales East\Merthyr Tydfil & Rhymney,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060716,Pant and Dowlais Boys and Girls Club,Grant to Pant and Dowlais Boys and Girls Club (2006 ~ 2007),CF48 3HA,Organisations: Small,"Professionally-led storytelling workshops and music tuition for young people in Pant, Dowlais and the surrounding area.",4778,GBP,2006 ~ 2007,2007-03-31,South Wales East\Merthyr Tydfil & Rhymney,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060464,Parent and Friends of Ysgol Glanwydden,Grant to Parent and Friends of Ysgol Glanwydden (2006 ~ 2007),LL30 3LB,Organisations: Small,"The aim of the project is to allow the children of Ysgol Glanwydden to create artwork with a professional artist, which will transform the appearance of the entrance to the school. This will create a stimulating, colourful experiment for the staff, children, parents and local residents.  The artwork will be created around the theme of Colours of the District (Lliwiau'r Ardal).",1889,GBP,2006 ~ 2007,2007-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050919,Parti-r-Efail,Grant to Parti-r-Efail (2006 ~ 2007),CF38 2PQ,Capital (Lottery),Purchase of a portable piano and sound equipment,2000,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Pontypridd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051533,Pavilion Theatre,Grant to Pavilion Theatre (2006 ~ 2007),LL18 3AQ,Annual Revenue,Annual Revenue 2006/07,52839,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051533,Pavilion Theatre,Grant to Pavilion Theatre (2006 ~ 2007),LL18 3AQ,Arts Outside Cardiff,Arts Outside Cardiff 2006/07,124822,GBP,2006 ~ 2007,2007-03-31,North Wales\Vale of Clwyd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060876,Pembroke 21C Community Association Ltd,Grant to Pembroke 21C Community Association Ltd (2006 ~ 2007),SA71 4DG,Organisations: Small,"The applicant aims to organise a series of arts activities and events around the local story of Princess Nest, to be facilitated by artist David Petersen.  These workshops will be local community and schools based, and the work will result in a public exhibition.  The project will also contain another long term element, ie, the preparation of a piece of public art celebrating Princess Nest.  The application also includes an element of preparation of the marketing of the final ideas and maquettes to potential sponsors in order to fund the sculpture.",3472,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Carmarthen West & South Pemb,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061176,Penarth Community Arts Project,Grant to Penarth Community Arts Project (2006 ~ 2007),CF64 1DD,Organisations: Small,"The Winter Arts Festival aims to involve a wide cross-section of the Penarth community in a series of 77 workshops in film, animation, photography, lantern-making, vinyl artwork and paper-making. The workshop areas have been selected to work with the theme of 'Light' - either with it being projected through or onto the artwork and will take place in 4 venues in Penarth culminating in a presentation of the artwork produced. All workshop leaders are professional artists /from Ffotogallery.",4000,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060524,Penarth Community Arts Project,Grant to Penarth Community Arts Project (2006 ~ 2007),CF64 1DD,yy ESF/Obj 3,ESF Capacity Building Grants - Year 2,15000,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Cardiff South & Penarth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060853,Penmaenmawr Community Centre,Grant to Penmaenmawr Community Centre (2006 ~ 2007),LL34 6AB,Organisations: Small,"A local creative writer will be employed to turn collected local stories into a series of small plays, sketches and musical numbers for a performance in the Community Centre.  The writer will also be working with children in local primary schools, contributing to the theatre production.  A producer / director will be employed to work with the community to stage the performance.  The resulting production will also be reworked into a school activity.  The project will run for a year, from January 2007.",2450,GBP,2006 ~ 2007,2007-03-31,North Wales\Aberconwy,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070083,Pennant Melangell Arts & Heritage Group,Grant to Pennant Melangell Arts & Heritage Group (2006 ~ 2007),SY10 0HA,Organisations: Small,"The project aims to present local Melangell school children, young people and the general public with a  programme of arts events that includes music, dance, poetry, film, craft, and visual arts. Activity includes 6 public performances, 10 workshops, 3 exhibitions and will seek to involve some 48 artists over a 3 week period15 May - 03 June 2007.",1000,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Montgomeryshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060497,Penpergwm House Ltd.,Grant to Penpergwm House Ltd. (2006 ~ 2007),NP7 9AE,Organisations: Small,A five month programme of workshops to create life-size puppets and a play with participants from a residential home for older people and local school children.  There will be three performances in various venues and an exhibition.,3500,GBP,2006 ~ 2007,2007-03-31,South Wales East\Monmouth,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061328,Penpont Artists,Grant to Penpont Artists (2006 ~ 2007),LD3 8EU,Organisations: Small,"A project to produce a range of site-specific artworks by 15 artists at Penpont House and Gardens (A Grade 1 listed mansion in Powys) from April 2007. The house and gardens will be open to the public over 9 days in July, and the project will also involve a range of community-based and schools workshops, guided tours and artist-led talks.  
	
	Penpont hosted a series of artists in residence projects organised by Cywaith Cymru and ACW from 1994 - 2002. 
",3500,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060413,Penrhys Partnership Trust,Grant to Penrhys Partnership Trust (2006 ~ 2007),CF43 3NS,Organisations: Large,"To provide arts and cultural activities which are accessible, enjoyable and progressive in order to improve the life chances of children and young people from disadvantaged families in Penrhys and the wider County Borough of Rhondda Cynon Taf.

The programme will be delivered through regular weekly sessions and provision of out of school holiday activities.",24016,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Rhondda,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060413,Penrhys Partnership Trust,Grant to Penrhys Partnership Trust (2006 ~ 2007),CF43 3NS,Organisations: Large,"To provide arts and cultural activities which are accessible, enjoyable and progressive in order to improve the life chances of children and young people from disadvantaged families in Penrhys and the wider County Borough of Rhondda Cynon Taf.

The programme will be delivered through regular weekly sessions and provision of out of school holiday activities.",24651,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Rhondda,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060760,Pentreffest,Grant to Pentreffest (2006 ~ 2007),CF5 1RF,Organisations: Small,"Pentreffest - a weekend festival of Scandanavian  Music and Dance to be held a the Norwegian Church, Cardiff plus two 'Days of Dance' in partenership with Derwen Dance. Thia application also contains a 'training the trainers' workshop to ensure continuity and sustainability.",2140,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Ceredigion,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060018,Photomarathon UK Ltd.,Grant to Photomarathon UK Ltd. (2006 ~ 2007),CF24 5WP,Organisations: Small,"A Photomarathon is a photographic competition with a twist: up to 300 entrants receive a 12-picture film and over 12 hours have to take pictures on 12 given topics. It's one part photographic competition, one part endurance event. The results - every single image taken - are displayed at the Photomarathon exhibition at the Old Library in Cardiff.",2000,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Cardiff Central,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060347,Pontardawe Arts Centre,Grant to Pontardawe Arts Centre (2006 ~ 2007),SA8 4ED,Annual Revenue,Annual Revenue 2006-2007,26359,GBP,2006 ~ 2007,2007-03-31,South Wales West\Neath,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20050788,Pontardawe Arts Centre,Grant to Pontardawe Arts Centre (2006 ~ 2007),SA8 4ED,Capital (Lottery),Purchase of sound equipment for use by Pontardawe Arts Centre.,35735,GBP,2006 ~ 2007,2007-03-31,South Wales West\Neath,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060535,Pontardawe Arts Centre,Grant to Pontardawe Arts Centre (2006 ~ 2007),SA8 4ED,Organisations: Small,"The proposed project is the programming of an imaginative adaptation of the Booker prize-winning novel by Yann Martel, ""Life of Pi"" to act as a development of the drama programme and an audience development initiative.",2001,GBP,2006 ~ 2007,2007-03-31,South Wales West\Neath,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060335,Pontardawe Festival Ltd,Grant to Pontardawe Festival Ltd (2006 ~ 2007),SA8 4AL,Annual Revenue,Annual Revenue 2006-2007,12484,GBP,2006 ~ 2007,2007-03-31,South Wales West\Neath,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060999,Pontardawe Festival Ltd,Grant to Pontardawe Festival Ltd (2006 ~ 2007),SA8 4AL,Organisations: Large,"Four-day folk and world music festival in Pontardawe, Neath Port Talbot.",13000,GBP,2006 ~ 2007,2007-03-31,South Wales West\Neath,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20061110,Pontypridd & Rhondda NHS Trust,Grant to Pontypridd & Rhondda NHS Trust (2006 ~ 2007),CF37 1LB,Organisations: Small,Users of the Lewis Merthyr Day Unit at Ysbyty George Thomas will work with pupils of Pen-Pych Primary School on an animation project led by Cinetig. The theme of the project will be reminiscence.,5000,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Pontypridd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20051524,Pontypridd Indoor Market Stalls,Grant to Pontypridd Indoor Market Stalls (2006 ~ 2007),CF37 2RA,Organisations: Small,"Applicant states: ""Promoting and celebrating the industry and specific anniversaries of Pontypridd through educational and participatory activities. These will be aimed at young people to ensure the cultural heritage of the area is not forgotten.""",5000,GBP,2006 ~ 2007,2007-03-31,South Wales Central\Pontypridd,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060901,Porthcawl Jazz Festival,Grant to Porthcawl Jazz Festival (2006 ~ 2007),CF36 3YL,Organisations: Small,"Porthcawl Jazz Festival aims to extend the supply of first class jazz in Porthcawl and enhance the town's reputation as a leading jazz venue. It builds on the annual jazz programme and audiences at the Porthcawl Grand Pavilion. The 2007 Festival programme includes Acker Bilk, John Dankworth & Cleo Laine as well as a masterclass for young musicians by trombonist and jazz educator, Mark Bassey.",5000,GBP,2006 ~ 2007,2007-03-31,South Wales West\Bridgend,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20070352,Powys County Council,Grant to Powys County Council (2006 ~ 2007),LD1 5EB,Local Authority Scheme,"This application is for funding to support the post of Arts Development Officer for its final year of a three-year programme.  Powys County Council states:
'This appointment has made a considerable impact on the capacity of the council to actively develop and support specific initiatives in line with the recommendations of its Arts Strategy.
",10000,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060348,Powys Dance,Grant to Powys Dance (2006 ~ 2007),LD1 5HE,Annual Revenue,Annual Revenue 2006-2007,58328,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060520,Powys Dance,Grant to Powys Dance (2006 ~ 2007),LD1 5HE,yy ESF/Obj 3,ESF Capacity Building Grants - Year 2,20000,GBP,2006 ~ 2007,2007-03-31,Mid & West Wales\Brecon & Radnorshire,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060353,Presteigne Festival of Music and the Arts Ltd,Grant to Presteigne Festival of Music and the Arts Ltd (2006 ~ 2007),LD8 2WF,Annual Revenue,Annual Revenue 2006-2007,5136,GBP,2006 ~ 2007,2007-03-31,Outside Wales,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
360G-ACW-20060995,Presteigne Festival of Music and the Arts Ltd,Grant to Presteigne Festival of Music and the Arts Ltd (2006 ~ 2007),LD8 2WF,Organisations: Large,2007 is a celebratory year at Presteigne marking the twenty-fifth anniversary of the festival.  The festival has commissioned 15 British composers to mark the Silver Jubilee.  The application also covers the 2008 and 2009 festival following the withdrawal of revenue funding by ACW,10000,GBP,2006 ~ 2007,2007-03-31,Outside Wales,GB-COH-RC000759,Arts Council of Wales,https://www.whatdotheyknow.com/request/grants_made_as_open_data,2015-09-06
